1933,31,35,48,29,32,36,32,27,28,29,31,31,29,37,40,35,33,33,33,39,43,41,43,45,47,42,45,50,44,36,,36.8
1934,33,31,32,34,38,42,44,50,44,46,44,48,53,41,33,44,40,44,47,51,48,51,55,50,43,42,47,45,44,44,,43.6
1935,23,24,23,31,30,33,34,36,36,33,38,44,45,30,42,37,32,39,38,45,38,33,34,35,37,40,34,32,37,46,,35.26
1936,55,12,30,28,32,34,39,30,38,48,48,46,50,48,45,51,55,54,45,42,51,54,47,47,42,40,39,45,42,44,,41
1937,37,32,33,33,34,33,32,34,46,36,35,36,41,43,34,33,32,40,37,40,31,32,34,43,44,48,39,34,35,35,,36.53
1938,27,31,34,35,35,33,33,38,38,32,40,37,35,36,38,44,44,44,34,34,37,43,40,44,43,41,38,44,45,45,,38.73
1939,46,41,46,30,33,29,36,41,38,31,37,31,34,32,43,31,39,43,38,39,46,47,37,37,38,39,48,54,49,40,,39.16
1940,40,35,32,38,41,36,42,44,42,36,27,46,51,41,40,35,42,47,41,42,37,40,43,40,40,44,42,42,36,34,,40.2
1941,43,43,41,37,42,36,36,37,46,40,39,40,38,38,36,30,34,31,33,37,40,43,44,45,42,45,48,45,50,49,,40.7
1942,40,34,38,37,40,41,37,41,42,44,45,42,47,38,38,42,36,40,41,49,54,34,31,31,33,35,35,39,38,37,,39.3
1943,41,43,34,32,37,40,38,38,36,37,38,43,46,49,49,42,47,49,42,37,40,36,44,32,38,36,41,43,41,41,,40.3
1944,33,39,45,52,41,34,38,32,35,38,42,38,33,33,35,32,33,35,38,32,34,39,39,36,35,36,42,46,48,43,,37.8
1945,27,26,24,29,32,37,36,34,28,50,32,30,30,31,40,32,34,42,41,43,43,36,39,38,38,38,39,33,44,47,,35.2
1946,32,36,34,32,34,33,31,39,33,30,34,42,44,40,44,43,43,47,42,43,38,32,31,45,54,40,35,36,44,32,,38.2
1947,28,36,34,31,30,33,30,35,39,38,33,36,42,47,38,39,47,42,44,36,35,34,32,44,41,41,46,47,46,38,,38.6
1948,36,38,30,31,28,31,27,30,37,34,34,30,34,39,41,50,44,40,38,43,49,42,40,37,35,31,30,48,32,31,,36.3
1949,31,35,31,38,45,37,41,39,35,45,50,40,36,33,40,43,45,45,45,38,40,37,46,34,39,40,50,50,38,33,,40
1950,43,32,29,30,35,33,31,40,35,32,38,46,40,34,40,43,34,29,36,43,38,36,30,30,42,27,33,33,32,35,,35.3
1951,37,38,38,40,42,35,38,38,37,30,33,40,42,34,33,40,42,44,26,26,21,32,32,33,36,40,40,44,34,34,,36.1
1952,33.7,34,32,35,43,49,31,25,30,30,37,37,46,41,36.6,35,36.6,49,37,32,35,37,38,32,53,50,49,38,32,42,,37.4
