1933.0,44.0,44.0,47.0,49.0,49.0,47.0,47.0,42.0,48.0,44.0,44.0,45.0,53.0,53.0,46.0,49.0,46.0,46.0,43.0,48.0,47.0,42.0,39.0,34.0,33.0,36.0,41.0,46.0,44.0,34.0,,44.13,44.333333333333336,44.32677419354839,44.32697916666667,44.32697295536005,44.32697313804554
1934.0,57.0,42.0,57.0,57.0,55.0,51.0,58.0,51.0,44.0,53.0,44.0,48.0,45.0,40.0,44.0,50.0,50.0,54.0,42.0,33.0,45.0,42.0,34.0,31.0,23.0,30.0,38.0,47.0,44.0,52.0,,45.78,45.36666666666667,45.38,45.37958333333333,45.37959595959596,45.3795955882353
1935.0,58.0,58.0,53.0,55.0,53.0,55.0,49.0,53.0,55.0,55.0,58.0,45.0,53.0,48.0,52.0,52.0,42.0,42.0,47.0,50.0,54.0,49.0,52.0,53.0,41.0,33.0,43.0,45.0,47.0,50.0,,50.0,50.0,50.0,50.0,50.0,50.0
1936.0,58.0,51.0,51.0,52.0,52.0,54.0,55.0,50.0,46.0,45.0,44.0,44.0,38.0,40.0,36.0,38.0,39.0,45.0,49.0,52.0,55.0,62.0,42.0,49.0,45.0,43.0,41.0,46.0,49.0,45.0,,47.3,47.2,47.20322580645161,47.203125,47.20312805474096,47.203127964895636
1937.0,40.0,49.0,55.0,50.0,52.0,49.0,48.0,48.0,53.0,54.0,58.0,64.0,55.0,58.0,61.0,54.0,56.0,50.0,56.0,55.0,45.0,46.0,42.0,41.0,39.0,47.0,41.0,39.0,40.0,43.0,,49.4,49.6,49.59354838709677,49.59375,49.59374389051808,49.59374407020873
1938.0,66.0,65.0,61.0,59.0,51.0,52.0,50.0,49.0,46.0,46.0,48.0,51.0,55.0,59.0,56.0,59.0,58.0,63.0,61.0,56.0,56.0,56.0,63.0,54.0,46.0,46.0,52.0,52.0,55.0,53.0,,54.8,54.8,54.8,54.8,54.8,54.8
1939.0,50.0,40.0,48.0,54.0,54.0,44.0,40.0,46.0,47.0,47.0,52.0,44.0,49.0,47.0,50.0,52.0,62.0,52.0,59.0,60.0,57.0,57.0,51.0,51.0,44.0,43.0,43.0,43.0,39.0,45.0,,48.83,49.0,48.994516129032256,48.9946875,48.99468230694037,48.99468245967742
1940.0,52.0,53.0,53.0,52.0,48.0,46.0,53.0,61.0,62.0,60.0,61.0,66.0,59.0,51.0,56.0,57.0,55.0,51.0,50.0,48.0,50.0,44.0,51.0,55.0,54.0,56.0,45.0,47.0,46.0,50.0,,53.13,53.06666666666667,53.06870967741936,53.068645833333335,53.068647768002606,53.06864771110057
1941.0,53.0,54.0,49.0,53.0,55.0,50.0,44.0,41.0,57.0,55.0,46.0,45.0,48.0,48.0,45.0,43.0,52.0,46.0,39.0,37.0,35.0,36.0,40.0,46.0,48.0,56.0,44.0,39.0,48.0,47.0,,46.2,46.63333333333333,46.61935483870968,46.61979166666667,46.61977842945585,46.61977881878558
1942.0,46.0,57.0,52.0,56.0,59.0,50.0,48.0,48.0,58.0,49.0,44.0,44.0,52.0,54.0,56.0,43.0,41.0,35.0,40.0,47.0,45.0,47.0,49.0,50.0,49.0,51.0,52.0,46.0,48.0,46.0,,48.7,48.73333333333333,48.73225806451613,48.73229166666667,48.732290648419685,48.73229067836812
1943.0,50.0,49.0,46.0,43.0,50.0,47.0,46.0,53.0,52.0,50.0,54.0,49.0,54.0,50.0,46.0,56.0,52.0,51.0,36.0,51.0,51.0,44.0,48.0,56.0,57.0,59.0,52.0,42.0,45.0,48.0,,45.6,49.56666666666667,49.43870967741936,49.44270833333333,49.442587161942,49.44259072580645
1944.0,55.0,48.0,46.0,53.0,57.0,62.0,59.0,61.0,56.0,58.0,54.0,57.0,58.0,47.0,46.0,48.0,47.0,32.0,34.0,44.0,55.0,53.0,51.0,49.0,48.0,53.0,45.0,45.0,49.0,43.0,,50.4,50.43333333333333,50.43225806451613,50.43229166666667,50.43229064841969,50.43229067836813
1945.0,57.0,64.0,50.0,55.0,52.0,47.0,47.0,52.0,41.0,48.0,54.0,55.0,55.0,54.0,53.0,49.0,46.0,40.0,38.0,45.0,44.0,42.0,41.0,43.0,46.0,41.0,35.0,37.0,38.0,42.0,,46.9,47.03333333333333,47.02903225806452,47.02916666666667,47.02916259367873,47.02916271347249
1946.0,51.0,60.0,55.0,55.0,53.0,49.0,48.0,45.0,46.0,52.0,56.0,56.0,52.0,54.0,47.0,45.0,44.0,41.0,41.0,51.0,48.0,35.0,41.0,50.0,52.0,50.0,40.0,37.0,47.0,46.0,,48.2,48.23333333333333,48.23225806451613,48.23229166666667,48.232290648419685,48.23229067836812
1947.0,54.0,52.0,56.0,55.0,50.0,43.0,48.0,50.0,49.0,45.0,46.0,57.0,52.0,37.0,46.0,50.0,40.0,39.0,40.0,42.0,49.0,55.0,56.0,58.0,62.0,57.0,52.0,53.0,52.0,52.0,,49.7,49.9,49.89354838709678,49.89375,49.89374389051809,49.89374407020873
1948.0,48.0,49.0,54.0,47.0,40.0,41.0,44.0,48.0,52.0,56.0,59.0,55.0,57.0,59.0,49.0,46.0,48.0,49.0,43.0,49.0,45.0,47.0,39.0,34.0,37.0,40.0,41.0,43.0,43.0,37.0,,46.6,46.63333333333333,46.63225806451613,46.63229166666667,46.63229064841968,46.63229067836812
1949.0,59.0,63.0,57.0,62.0,54.0,52.0,54.0,55.0,49.0,54.0,45.0,34.0,33.0,44.0,51.0,46.0,42.0,44.0,48.0,39.0,41.0,53.0,53.0,48.0,48.0,52.0,54.0,54.0,53.0,51.0,,49.0,49.73333333333333,49.70967741935484,49.71041666666667,49.71039426523298,49.71039492409867
