1933.0,47.0,53,60.0,52.0,45.0,46.0,54.0,59.0,61.0,52.0,60.0,56.0,58.0,62.0,56.0,62.0,68.0,68.0,62.0,50.0,44.0,50.0,57.0,52.0,58.0,50.0,57.0,62.0,51.0,49.0,45.0,54.8,55.03225806451613,55.025,55.02521994134897
1934.0,54.0,54,55.0,45.0,49.0,51.0,52.0,46.0,51.0,50.0,51.0,49.0,50.0,51.0,56.0,59.0,60.0,50.0,52.0,59.0,50.0,51.0,53.0,53.0,55.0,55.0,60.0,61.0,68.0,60.0,52.0,54.0,53.61290322580645,53.625,53.624633431085044
1935.0,42.0,51,60.0,51.0,44.0,48.0,54.0,54.0,57.0,65.0,51.0,54.0,61.0,57.0,43.0,39.0,49.0,52.0,44.0,48.0,52.0,56.0,59.0,46.0,45.0,49.0,54.0,55.0,54.0,58.0,59.0,52.03,51.96774193548387,51.9696875,51.96962854349951
1936.0,57.0,56,54.0,60.0,63.0,67.0,57.0,50.0,54.0,52.0,63.0,55.0,59.0,50.0,60.0,58.0,57.0,57.0,48.0,50.0,58.0,58.0,50.0,53.0,50.0,40.0,48.0,54.0,61.0,52.0,49.0,54.45,54.83870967741935,54.8265625,54.826930596285436
1937.0,47.0,46,51.0,52.0,62.0,59.0,56.0,58.0,56.0,59.0,59.0,61.0,63.0,47.0,40.0,48.0,53.0,60.0,54.0,55.0,56.0,58.0,49.0,45.0,49.0,54.0,49.0,46.0,40.0,45.0,52.0,53.54,52.54838709677419,52.579375,52.57843597262952
1938.0,61.0,50,49.0,53.0,61.0,59.0,55.0,45.0,49.0,50.0,59.0,50.0,50.0,51.0,49.0,54.0,48.0,48.0,50.0,50.0,56.0,51.0,50.0,53.0,56.0,60.0,54.0,56.0,55.0,48.0,60.0,53.0,52.903225806451616,52.90625,52.90615835777126
1939.0,52.0,48,62.0,66.0,66.0,54.0,48.0,46.0,52.0,59.0,62.0,63.0,59.0,56.0,56.0,53.0,59.0,56.0,49.0,55.0,54.0,58.0,58.0,59.0,64.0,52.0,54.0,57.0,42.0,52.0,51.0,55.5,55.54838709677419,55.546875,55.54692082111437
1940.0,58.0,50,51.0,50.0,52.0,56.0,57.0,54.0,57.0,58.0,54.0,66.0,52.0,46.0,53.0,47.0,53.0,59.0,61.0,61.0,56.0,57.0,54.0,51.0,58.0,53.0,62.0,50.0,51.0,62.0,56.0,54.8,55.0,54.99375,54.99393939393939
1941.0,52.0,54,54.0,53.0,55.0,50.0,49.0,57.0,64.0,63.0,63.0,57.0,59.0,60.0,64.0,63.0,54.0,53.0,58.0,61.0,58.0,65.0,59.0,51.0,54.0,51.0,50.0,48.0,44.0,51.0,49.0,55.6,55.58064516129032,55.58125,55.58123167155425
1942.0,49.0,52,56.0,66.0,59.0,64.0,61.0,60.0,63.0,62.0,61.0,56.0,44.0,51.0,58.0,58.0,63.0,58.0,65.0,67.0,61.0,57.0,61.0,62.0,49.0,52.0,42.0,49.0,38.0,46.0,40.0,55.8,55.80645161290322,55.80625,55.806256109481915
1943.0,56.0,60,54.0,56.0,56.0,56.0,58.0,45.0,50.0,50.0,55.0,58.0,54.0,61.0,53.0,56.0,55.0,56.0,44.0,50.0,55.0,49.0,45.0,45.0,47.0,56.0,60.0,46.0,59.0,48.0,46.0,52.9,52.87096774193548,52.871875,52.87184750733138
