1893,,0.04,0.45,,0.06,,,0.09,,,,,,,,,0.32,0.21,0.06,0.2,0.08,0.16,0.04,,,,,,0.03,,,1.74,0.145
1894,,,,0.37,0.09,,0.01,,,,,,0.04,0.58,0.24,0.02,,,,0.21,0.02,,,,,0.15,0.05,,,,0.04,1.82,0.15166666666666667
1895,,,,0.27,0.15,,,,,,,,,,,,,,,0.18,0.25,0.02,,,,1.25,,,,,,2.12,0.35333333333333333
1896,0.09,0.05,0.51,0.44,0.03,0.18,,0.13,0.3,0.13,0.2,,0.13,0.02,,,,0.1,,0.05,,0.02,,,,,0.04,,,,,2.42,0.15125
1897,0.1,,,,,0.36,,,0.08,,,,,,0.05,0.05,,,,,,,,0.38,0.33,,,,,,,1.27,0.19285714285714287
1898,,,,,,0.02,,,,,,,,,0.21,0.05,,,,,,0.05,0.3,,,,0.75,0.5,0.04,0.02,,1.94,0.21555555555555558
1899,0.14,,,,,,0.38,,0.26,,0.07,,,,,0.47,,0.12,,,,,,0.15,0.1,,,,0.2,,0.05,1.94,0.194
1900,,,,0.08,0.2,,,,,0.2,0.75,,,,,1.05,,,,,,,,0.1,,0.32,,,,,,2.7,0.3857142857142857
1901,0.19,,,,,,,0.03,0.27,,,,,,,0.14,0.26,0.01,0.48,,,,,,,,,0.09,,,,1.47,0.18375
1902,0.19,0.1,0.15,,,,,,,,,,,,0.05,,,0.25,0.35,0.35,0.3,0.5,,,,,,,0.1,0.08,,2.42,0.22000000000000003
1903,,,,,,,,,0.4,0.19,,,,,0.32,0.02,,1.4,,,,,,,,0.2,,,,,,2.27,0.42166666666666663
1904,,0.02,,,,0.1,0.09,,,,,,0.02,,,,0.04,0.35,,,,,,0.09,,,,,,,,0.72,0.10142857142857142
1905,,0.05,0.03,0.03,,,,0.02,0.03,0.25,,,,,,,0.01,,,0.05,0.15,0.05,0.4,0.06,,,0.02,0.03,,0.25,0.1,1.53,0.095625
1906,,,,,,,,,,,,,,,0.28,0.1,,,,,,0.02,0.1,,,0.25,,0.52,1.05,0.22,,2.5,0.31750000000000006
1907,,,,,,,,,,0.15,,,,,,,,,0.7,0.05,,,,,,,,,,,,0.9,0.3
1908,,,,,,,0.04,,,0.18,,,,,0.17,0.1,,0.13,,,0.1,0.45,,,,,,,0.35,,,1.51,0.19
1909,,,,,,0.01,,,,,0.26,0.03,,,,,0.03,,0.2,,,,,,,,0.93,0.15,,,,1.5,0.22999999999999998
1910,,,,,0.06,,,,,0.06,,,,,,,,,,,,,,,0.4,,,,,,,0.52,0.17333333333333334
1911,,0.19,0.13,0.04,0.12,0.04,,0.16,,,,0.1,,,,0.82,0.8,0.32,0.06,,,,,0.56,0.05,,0.23,,,,,2.39,0.25857142857142856
1912,0.67,0.08,,,,,,,,,,,,,,,,,,0.98,0.08,,0.26,0.03,0.41,,,,0.34,,,2.85,0.35625
