1893,39.0,43.0,52.0,37.0,48.0,41.0,41.0,51.0,46.0,53.0,48.0,46.0,38.0,43.0,42.0,53.0,51.0,59.0,45.0,49.0,68.0,54.0,44.0,41.0,44.0,46.0,52.0,40.0,45.0,49.0,61.0,47.4,47.38709677419355,47.3875,47.38748778103617,47.38748814041747,47.38748813014943
1894,41.0,58.0,52.0,59.0,59.0,59.0,56.0,52.0,43.0,57.0,49.0,42.0,47.0,48.0,60.0,59.0,52.0,51.0,64.0,54.0,41.0,55.0,52.0,52.0,50.0,47.0,42.0,43.0,54.0,55.0,44.0,51.5,51.516129032258064,51.515625,51.51564027370479,51.51563982447818,51.51563983731322
1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,53.0,49.0,54.0,58.0,59.0,68.0,56.0,58.0,64.0,62.0,55.0,58.0,51.0,55.0,59.0,68.0,53.0,52.0,55.0,54.0,59.0,52.0,44.0,50.0,53.0,57.0,52.0,59.0,53.0,45.0,45.0,55.2,55.16129032258065,55.1625,55.162463343108506,55.16246442125237,55.162464390448264
1897,58.0,49.0,46.0,46.0,44.0,44.0,42.0,45.0,46.0,49.0,60.0,63.0,54.0,49.0,52.0,49.0,41.0,48.0,50.0,53.0,54.0,42.0,48.0,52.0,42.0,42.0,48.0,50.0,44.0,55.0,47.0,48.8,48.774193548387096,48.775,48.774975562072335,48.77497628083491,48.77497626029884
1898,42.0,53.0,55.0,57.0,53.0,38.0,39.0,39.0,55.0,57.0,64.0,67.0,55.0,45.0,44.0,53.0,48.0,46.0,41.0,45.0,49.0,44.0,47.0,51.0,52.0,58.0,49.0,53.0,50.0,62.0,49.0,50.0,50.32258064516129,50.3125,50.3128054740958,50.31279648956357,50.31279674626448
1899,39.0,50.0,52.0,46.0,42.0,39.0,52.0,46.0,53.0,51.0,42.0,48.0,49.0,49.0,54.0,54.0,58.0,64.0,43.0,54.0,49.0,47.0,46.0,51.0,42.0,52.0,49.0,52.0,57.0,56.0,53.0,49.6,49.64516129032258,49.64375,49.64379276637341,49.6437915085389,49.64379154447703
1900,42.0,42.0,47.0,43.0,43.0,46.0,45.0,42.0,,50.0,58.0,41.0,42.0,,45.0,50.0,55.0,43.0,47.0,58.0,51.0,50.0,51.0,55.0,64.0,54.0,54.0,51.0,52.0,52.0,49.0,49.0,49.03448275862069,49.03333333333333,49.03337041156841,49.03336925287356,49.03336928798553
1901,45.0,43.0,44.0,42.0,52.0,52.0,53.0,53.0,46.0,62.0,57.0,57.0,50.0,57.0,46.0,69.0,46.0,57.0,54.0,44.0,51.0,55.0,52.0,60.0,61.0,54.0,54.0,39.0,44.0,50.0,63.0,51.7,52.0,51.990625,51.99090909090909,51.99090073529412,51.990900974025976
1902,43.0,43.0,45.0,46.0,44.0,44.0,,42.0,,56.0,51.0,45.0,52.0,51.0,47.0,47.0,48.0,56.0,,62.0,54.0,58.0,52.0,58.0,49.0,52.0,57.0,57.0,46.0,45.0,62.0,50.4,50.42857142857143,50.42758620689656,50.42761904761905,50.4276179882409,50.427618021346476
1903,44.0,45.0,46.0,49.0,,36.0,47.0,46.0,50.0,51.0,54.0,,,40.0,40.0,45.0,49.0,59.0,59.0,54.0,53.0,59.0,49.0,,43.0,52.0,41.0,45.0,51.0,57.0,51.0,48.7,48.7037037037037,48.70357142857143,48.70357598978289,48.703575837742505,48.703575842647034
1904,,,,54.0,57.0,,61.0,60.0,60.0,56.0,,,44.0,,46.0,44.0,49.0,46.0,45.0,45.0,54.0,57.0,56.0,52.0,49.0,55.0,64.0,52.0,48.0,45.0,44.0,51.8,51.79166666666666,51.792,51.79198717948718,51.79198765432098,51.79198763736264
1905,,,,,46.0,46.0,55.0,48.0,53.0,59.0,51.0,42.0,42.0,44.0,44.0,52.0,49.0,48.0,48.0,65.0,65.0,44.0,60.0,58.0,68.0,47.0,55.0,52.0,,65.0,57.0,52.8,52.42307692307692,52.43703703703704,52.43653846153846,52.43655565379703,52.436555080721746
1906,52.0,56.0,66.0,62.0,56.0,62.0,62.0,60.0,59.0,62.0,52.0,56.0,58.0,58.0,52.0,60.0,62.0,49.0,58.0,50.0,54.0,54.0,52.0,48.0,50.0,58.0,46.0,61.0,65.0,52.0,57.0,56.4,56.41935483870968,56.41875,56.41876832844575,56.41876778937382,56.418767804775875
1907,,,,,,,,,46.0,58.0,57.0,57.0,,,61.0,51.0,51.0,55.0,46.0,46.0,53.0,61.0,51.0,51.0,49.0,66.0,66.0,59.0,59.0,52.0,60.0,55.7,55.0,55.03181818181818,55.0304347826087,55.030492424242425,55.03049011857707
1908,48.0,60.0,58.0,42.0,49.0,49.0,,,62.0,51.0,52.0,57.0,67.0,60.0,56.0,49.0,50.0,51.0,78.0,51.0,,,75.0,66.0,56.0,44.0,42.0,52.0,38.0,58.0,70.0,55.2,55.22222222222222,55.221428571428575,55.22145593869732,55.22145502645503,55.221455055882195
1909,51.0,50.0,53.0,57.0,56.0,60.0,49.0,45.0,46.0,47.0,49.0,63.0,47.0,42.0,50.0,52.0,47.0,45.0,45.0,44.0,51.0,,,,,,,,,,53.0,48.9,50.09090909090909,50.03913043478261,50.04128787878788,50.04120158102767,50.041204900172296
1910,47.0,49.0,52.0,49.0,49.0,52.0,65.0,58.0,62.0,49.0,57.0,69.0,61.0,60.0,59.0,58.0,60.0,46.0,49.0,49.0,58.0,51.0,46.0,54.0,48.0,53.0,43.0,49.0,49.0,46.0,47.0,52.1,53.03225806451613,53.003125,53.00400782013685,53.00398185483871,53.00398259670437
1911,48.0,51.0,53.0,58.0,52.0,63.0,46.0,46.0,44.0,48.0,45.0,46.0,57.0,63.0,62.0,66.0,62.0,64.0,54.0,52.0,52.0,60.0,52.0,63.0,60.0,64.0,49.0,52.0,66.0,60.0,53.0,54.3,55.193548387096776,55.165625,55.16647116324536,55.16644627609109,55.16644698715264
1912,42.0,41.0,49.0,46.0,52.0,47.0,49.0,49.0,47.0,54.0,57.0,48.0,55.0,47.0,52.0,61.0,60.0,57.0,63.0,64.0,61.0,53.0,50.0,58.0,58.0,54.0,46.0,54.0,54.0,58.0,68.0,53.4,53.354838709677416,53.35625,53.35620723362659,53.3562084914611,53.35620845552297
