1913,42,43,47,46,46,45,46,49,48,40,37,36.0,28,27,42,48,48.0,36.0,33,31,26,30,38,41,48,45,44,39,45,39.0,,40.4,40.43333333333333
1914,53,53,50,54,50,46,50,51,50,49,51,43.0,48,35,35,29,42.0,42.0,43,49,41,31,45,50,51,53,52,44,31,36.0,,46.0,45.233333333333334
1915,56,50,59,48,48,42,38,42,35,32,29,28.0,25,31,35,44,,,44,35,44,45,40,34,38,35,33,35,37,38.0,,39.3,39.285714285714285
1916,51,55,59,47,38,34,40,47,49,35,27,21.0,25,35,42,41,47.0,38.0,28,32,34,35,32,40,38,36,40,37,39,41.0,,38.8,38.766666666666666
1917,62,65,55,54,52,46,44,50,59,59,61,25.0,50,42,39,48,51.0,53.0,53,59,62,60,55,40,40,45,48,42,36,44.0,,47.9,49.96666666666667
1918,52,51,50,44,42,42,42,48,48,49,49,52.0,52,44,44,42,47.0,49.0,45,42,36,38,40,38,35,34,32,37,38,44.0,,43.5,43.53333333333333
1919,46,40,38,40,35,40,39,30,41,37,25,30.0,39,46,31,34,58.0,54.0,44,44,44,47,53,40,35,25,25,23,31,28.0,,39.5,38.06666666666667
1920,45,43,43,32,46,46,43,43,34,41,36,39.0,43,45,52,54,51.0,53.0,49,46,43,43,42,45,43,41,39,40,56,42.0,,43.8,43.93333333333333
1921,57,59,61,56,58,56,49,55,53,54,52,55.0,48,45,40,34,38.0,29.0,20,18,25,43,40,44,41,46,46,40,46,52.0,,45.6,45.333333333333336
1922,40,38,36,33,43,42,49,63,55,40,42,41.0,34,39,46,49,46.0,38.0,34,33,38,31,29,27,29,30,29,27,26,26.0,,37.4,37.766666666666666
1923,49,47,49,53,55,58,60,51,53,53,57,43.0,53,45,41,52,35.0,46.0,43,41,41,44,48,52,44,42,39,45,42,38.0,,47.1,47.3
1924,40,50,54,47,49,41,31,41,43,38,36,22.0,30,33,39,39,33.0,39.0,48,50,50,43,50,45,41,37,36,41,48,47.0,,41.3,41.36666666666667
1925,43,40,39,38,47,46,47,50,50,57,45,42.0,42,42,43,49,48.0,52.0,52,48,40,44,47,43,45,39,33,32,35,,,43.8,44.06896551724138
1926,54,54,56,58,55,48,50,48,55,60,51,42.0,43,46,36,40,43.0,41.0,34,33,36,43,49,47,50,47,42,44,46,47.0,,46.6,46.6
1927,41,41,53,53,53,48,47,43,40,39,35,45.0,46,46,45,51,56.0,47.0,53,44,38,40,44,50,51,40,45,48,40,38.0,,45.0,45.333333333333336
1928,46,45,49,48,50,46,47,47,47,50,53,48.0,45,47,44,43,38.0,38.0,38,50,57,51,50,42,46,41,37,33,32,36.0,,44.7,44.8
1929,52,50,49,52,52,41,47,51,50,42,38,43.0,45,51,54,56,46.0,41.0,41,30,31,36,35,41,45,48,52,57,50,46.0,,45.6,45.733333333333334
1930,57,61,63,63,53,55,60,58,53,55,52,49.0,52,46,31,37,34.0,32.0,28,36,34,33,34,33,27,30,22,27,33,35.0,,43.0,42.766666666666666
1931,61,52,56,60,51,55,45,42,41,36,38,40.0,44,41,37,36,35.0,35.0,42,32,23,21,22,28,31,31,28,16,21,22.0,,37.5,37.4
1932,48,46,45,46,53,46,46,44,42,42,39,39.0,50,52,43,46,50.0,57.0,58,61,46,53,44,49,49,48,49,55,49,58.0,,48.4,48.43333333333333
