1933.0,33.0,36.0,38.0,29.0,28.0,30.0,29.0,32.0,36.0,35.0,37.0,32.0,27.0,29.0,31.0,31.0,32.0,35.0,27.0,30.0,36.0,42.0,44.0,44.0,34.0,39.0,40.0,29.0,25.0,27.0,,33.23,33.233333333333334
1934.0,44.0,38.0,38.0,39.0,40.0,45.0,47.0,46.0,43.0,41.0,33.0,34.0,36.0,41.0,45.0,38.0,40.0,38.0,39.0,38.0,37.0,38.0,34.0,36.0,36.0,32.0,31.0,26.0,31.0,30.0,,37.8,37.8
1935.0,9.0,4.0,6.0,15.0,20.0,32.0,32.0,36.0,30.0,20.0,29.0,34.0,33.0,30.0,32.0,33.0,38.0,27.0,25.0,27.0,24.0,25.0,27.0,33.0,32.0,34.0,35.0,33.0,34.0,32.0,,27.1,27.366666666666667
1936.0,14.0,8.0,18.0,29.0,32.0,32.0,17.0,24.0,27.0,19.0,29.0,32.0,36.0,34.0,28.0,35.0,37.0,38.0,40.0,34.0,37.0,26.0,27.0,25.0,23.0,23.0,19.0,15.0,17.0,18.0,,26.53,26.433333333333334
1930.0,34.0,30.0,34.0,34.0,34.0,31.0,34.0,42.0,41.0,42.0,37.0,38.0,36.0,40.0,40.0,39.0,35.0,32.0,35.0,34.0,36.0,38.0,42.0,36.0,38.0,32.0,32.0,38.0,30.0,30.0,,36.6,35.8
1938.0,36.0,37.0,37.0,35.0,30.0,28.0,30.0,33.0,30.0,22.0,17.0,14.0,24.0,30.0,33.0,38.0,34.0,35.0,35.0,28.0,24.0,19.0,19.0,19.0,20.0,22.0,26.0,29.0,36.0,35.0,,28.1,28.5
1939.0,34.0,39.0,41.0,28.0,28.0,37.0,44.0,44.0,33.0,32.0,36.0,39.0,40.0,35.0,24.0,35.0,28.0,36.0,33.0,31.0,31.0,42.0,38.0,43.0,42.0,41.0,35.0,27.0,33.0,37.0,,36.18,35.53333333333333
1940.0,36.0,38.0,33.0,30.0,32.0,32.0,36.0,37.0,31.0,15.0,14.0,7.0,12.0,21.0,25.0,30.0,30.0,28.0,26.0,28.0,26.0,26.0,19.0,27.0,32.0,28.0,27.0,28.0,36.0,31.0,,27.43,27.366666666666667
1941.0,40.0,33.0,39.0,42.0,42.0,32.0,35.0,37.0,35.0,43.0,42.0,42.0,40.0,42.0,41.0,34.0,33.0,30.0,23.0,26.0,27.0,27.0,25.0,25.0,33.0,36.0,35.0,37.0,39.0,44.0,,35.4,35.3
1942.0,36.0,35.0,35.0,32.0,29.0,30.0,31.0,31.0,32.0,30.0,31.0,26.0,27.0,30.0,39.0,33.0,33.0,33.0,35.0,26.0,28.0,32.0,37.0,35.0,29.0,28.0,27.0,21.0,24.0,30.0,,30.7,30.833333333333332
1943.0,28.0,35.0,40.0,40.0,35.0,29.0,36.0,34.0,32.0,34.0,34.0,36.0,29.0,35.0,22.0,24.0,30.0,37.0,36.0,38.0,36.0,34.0,34.0,34.0,28.0,30.0,28.0,32.0,35.0,33.0,,32.5,32.93333333333333
1944.0,40.0,34.0,38.0,39.0,44.0,37.0,40.0,38.0,40.0,38.0,36.0,26.0,29.0,25.0,24.0,24.0,18.0,22.0,24.0,24.0,26.0,30.0,37.0,32.0,30.0,32.0,33.0,28.0,29.0,32.0,,31.6,31.633333333333333
1945.0,39.0,35.0,43.0,43.0,36.0,25.0,27.0,12.0,10.0,15.0,30.0,29.0,32.0,35.0,39.0,32.0,35.0,34.0,32.0,24.0,23.0,25.0,31.0,31.0,31.0,32.0,32.0,39.0,34.0,29.0,,30.5,30.466666666666665
1946.0,32.0,24.0,26.0,30.0,34.0,35.0,34.0,32.0,26.0,29.0,31.0,31.0,31.0,26.0,26.0,25.0,28.0,38.0,34.0,24.0,19.0,24.0,36.0,33.0,33.0,34.0,40.0,38.0,32.0,30.0,,30.9,30.5
1947.0,44.0,36.0,33.0,31.0,30.0,31.0,33.0,40.0,29.0,30.0,32.0,23.0,33.0,31.0,32.0,31.0,31.0,34.0,29.0,28.0,20.0,22.0,25.0,31.0,34.0,38.0,37.0,31.0,28.0,32.0,,31.7,31.3
1948.0,32.0,34.0,37.0,31.0,32.0,30.0,29.0,19.0,22.0,24.0,29.0,32.0,34.0,36.0,38.0,32.0,32.0,27.0,30.0,31.0,31.0,32.0,33.0,34.0,33.0,27.0,23.0,35.0,28.0,28.0,,30.2,30.5
1949.0,39.0,43.0,41.0,44.0,44.0,42.0,41.0,37.0,34.0,32.0,37.0,40.0,41.0,41.0,35.0,40.0,38.0,38.0,38.0,30.0,30.0,31.0,32.0,41.0,25.0,43.0,40.0,40.0,36.0,32.0,,38.5,37.5
1950.0,36.0,37.0,38.0,44.0,35.0,38.0,40.0,31.0,23.0,24.0,27.0,29.0,28.0,28.0,27.0,48.0,33.0,37.0,16.0,25.0,36.0,41.0,46.0,39.0,43.0,45.0,38.0,32.0,29.0,30.0,,34.1,34.1
1951.0,21.0,24.0,29.0,31.0,29.0,33.0,33.0,35.0,37.0,38.0,38.0,37.0,37.0,32.0,27.0,24.0,25.0,26.0,23.0,35.0,30.0,32.0,31.0,38.0,29.0,33.0,32.0,34.0,36.0,36.0,,31.5,31.5
1952.0,34.0,28.0,33.0,37.0,37.0,27.0,26.0,19.0,27.0,36.0,36.0,39.0,33.0,37.0,34.0,35.0,29.0,30.0,32.0,28.0,21.0,15.0,17.0,18.0,20.0,15.0,17.0,17.0,14.0,18.0,,27.0,26.966666666666665
