1893,,,45.0,,6.0,,,,,,,,,,,,32.0,21.0,6.0,20.0,,16.0,,,,,,,3.0,,,1.74,18.625
1894,,,,37.0,9.0,,0.01,,,,,,,,24.0,2.0,,,,,,,,,,,5.0,,,,,1.82,12.835
1895,,,,27.0,,,,,,,,,,,,,,,,,25.0,,,,,125.0,,,,,,2.12,59.0
1896,0.09,5.0,51.0,44.0,0.03,18.0,,13.0,30.0,13.0,20.0,,13.0,2.0,,,,,,5.0,,2.0,,,,,4.0,,,,,2.42,14.674666666666667
1897,10.0,,,,,36.0,,,0.08,,,,,,0.05,,,,,,,,,38.0,33.0,,,,,,,#27,19.521666666666665
1898,,,,,,0.02,,,,,,,,,21.0,0.05,,,,,,5.0,30.0,,,,0.75,50.0,4.0,2.0,,194,12.535555555555554
1899,14.0,,,,,,38.0,,126.0,,7.0,,,,,47.0,,12.0,,,,,,15.0,10.0,,,,20.0,,5.0,1.94,29.4
1900,,,,,20.0,,,,,0.2,75.0,,,,,1.05,,,,,,,,,,32.0,,,,,,2.70,25.65
1901,19.0,,,,,,,3.0,27.0,,,,,,,14.0,26.0,,0.48,,,,,,,,,9.0,,,,T,14.06857142857143
1902,19.0,,,,,,,,,,,,,,5.0,,,25.0,35.0,35.0,30.0,50.0,,,,,,,10.0,8.0,,242,24.11111111111111
1903,,,,,,,,,4.0,19.0,,,,,32.0,2.0,,140.0,,,,,,,,20.0,,,,,,2.27,36.166666666666664
1904,,2.0,,,,10.0,9.0,,,,,,,,,,,35.0,,,,,,9.0,,,,,,,,72,13.0
1905,,5.0,3.0,23.0,,,,2.0,3.0,25.0,,,,,,,,,,5.0,,5.0,40.0,106.0,,,2.0,3.0,,25.0,10.0,453,18.357142857142858
1906,,,,,,,,,,,,,,,28.0,10.0,,,,,,,10.0,,,25.0,,52.0,1.05,22.0,,2.5,21.150000000000002
1907,,,,,,,,,,15.0,,,,,,,,,70.0,5.0,,,,,,,,,,,,,30.0
1908,,,,,,,4.0,,,,,,,,,,,13.0,,,,45.0,,,,,,,0.35,,,151,15.5875
190,,,,,,,,,,,26.0,3.0,,,,,3.0,,2.0,,,,,,,,0.93,15.0,,,,1.50,8.321666666666667
"191
10",,,,,,,,,,870.0,,,,,,,,,,,,,,,40.0,,,,,,,,455.0
1911,,19.0,13.0,,12.0,,,16.0,,,,,,,,-82.0,,32.0,21.0,,,,,0.76,,,23.0,,,,,2.39,6.084444444444445
,67.0,8.0,,,,,,,,,,,,,,,,,,98.0,8.0,,26.0,3.0,41.0,,,,34.0,,,2.85,35.625
