1933,,,,,,,,,4.0,,13.0,,,,,15.0,,,,,,,,,,,,,,28.0,,"7.0
20
20",15.0
1934,18.0,0.02,,,,,,,0.03,,,,,,,25.0,,,,,,,0.03,13.0,,,22.0,,,22.0,,88,12.51
1935,,,18.0,27.0,,4.0,5.0,10.0,,,,1.08,,24.0,0.3,,2.0,,,41.0,,0.21,,,,,,,,,,2.38,12.053636363636365
1936,,,,,,,,,,,,,,,,,,,,,,8.0,0.01,17.0,2.0,,0.02,,,0.05,,.43,4.513333333333334
1937,28.0,0.09,0.03,,30.0,0.12,,,21.0,,18.0,,55.0,0.07,,0.02,,,,,,,,,1.0,,,63.0,0.02,,,3.13,16.642307692307693
1938,,,,,0.08,,,,,,,12.0,,,,15.0,26.0,0.22,,,,,,,2.0,,,,,,,98,9.216666666666667
1939,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,"2:0
52",12.0
1940,40.0,7.0,,,26.0,,,0.07,29.0,91.0,,,,,,,,,,,,,26.0,17.0,,31.0,,,,,,2.16,29.674444444444443
1941,,44.0,0.33,0.03,,,,,,32.0,82.0,,,,,,,,,,,,,,,,1.0,,,,,"T
2.06",26.560000000000002
1942,0.17,,,,,,,,,,,,,0.17,,,,,,,,,,,0.14,0.01,,,,,,96,0.12250000000000001
1943,0.19,,0.02,,,,,,0.06,,,,,,,,,,,0.01,0.3,0.01,,,,,,0.25,0.31,,,1.15,0.14375000000000002
1944,,,,,,,0.06,0.31,20.0,,,0.53,,0.15,0.01,,,,0.15,,,,,,0.0,,,,,,,2.35,2.65125
1945,,,0.01,,5.0,22.0,,50.0,0.02,,36.0,,,,,,,,,,,,12.0,,,,,,,,,624,17.861428571428572
1946,,,,,,,,,,0.04,13.0,,0.02,,,,,,,,,,,,,,,,38.0,10.0,,79,12.212
1947,12.0,,2.0,,,19.0,103.0,,10.0,102.0,104.0,,,,,,,30.0,,,,,,,,,,,,,,"215
1.18",47.75
1948,,29.0,,,,,,,8.0,,,4.0,,,0.06,,45.0,,,,,3.0,4.0,3.0,,,,,53.0,3.0,,"4.0
2.60",15.206
1949,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.33,,,80,1.165
1950,,,,10.0,,,,,,,,,7.0,,,,,,,,,,,,,,35.0,3.0,,,,1.12,13.75
1957,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,"Tr.
43",26.0
452,,0.07,0.05,,,,,,,,,,,0.14,,,,,1.1,,,,,,,,,1.57,77.0,,,94,13.321666666666667
