1933,31.0,35,48,29,32,36,32,27,28,29,31,31,29,37,40.0,35,33.0,33,33,39,43,41,43,45,47,42,45,50,44,36,,36.8,36.8
1934,33.0,31,32,34,38,42,44,50,44,46,44,48,53,41,33.0,44,40.0,44,47,51,48,51,55,50,43,42,47,45,44,44,,43.6,43.6
1935,23.0,24,23,31,30,33,34,36,36,33,38,44,45,30,42.0,37,32.0,39,38,45,38,33,34,35,37,40,34,32,37,46,,35.26,35.3
1936,55.0,12,30,28,32,34,39,30,38,48,48,46,50,48,45.0,51,55.0,54,45,42,51,54,47,47,42,40,39,45,42,44,,41.0,42.7
1937,37.0,32,33,33,34,33,32,34,46,36,35,36,41,43,34.0,33,32.0,40,37,40,31,32,34,43,44,48,39,34,35,35,,36.53,36.53333333333333
1938,27.0,31,34,35,35,33,33,38,38,32,40,37,35,36,38.0,44,44.0,44,34,34,37,43,40,44,43,41,38,44,45,45,,38.73,38.06666666666667
1939,46.0,41,46,30,33,29,36,41,38,31,37,31,34,32,43.0,31,39.0,43,38,39,46,47,37,37,38,39,48,54,49,40,,39.16,39.1
1940,40.0,35,32,38,41,36,42,44,42,36,27,46,51,41,40.0,35,42.0,47,41,42,37,40,43,40,40,44,42,42,36,34,,40.2,39.86666666666667
1941,43.0,43,41,37,42,36,36,37,46,40,39,40,38,38,36.0,30,34.0,31,33,37,40,43,44,45,42,45,48,45,50,49,,40.7,40.266666666666666
1942,40.0,34,38,37,40,41,37,41,42,44,45,42,47,38,38.0,42,36.0,40,41,49,54,34,31,31,33,35,35,39,38,37,,39.3,39.3
1943,41.0,43,34,32,37,40,38,38,36,37,38,43,46,49,49.0,42,47.0,49,42,37,40,36,44,32,38,36,41,43,41,41,,40.3,40.333333333333336
1944,33.0,39,45,52,41,34,38,32,35,38,42,38,33,33,35.0,32,33.0,35,38,32,34,39,39,36,35,36,42,46,48,43,,37.8,37.86666666666667
1945,27.0,26,24,29,32,37,36,34,28,50,32,30,30,31,40.0,32,34.0,42,41,43,43,36,39,38,38,38,39,33,44,47,,35.2,35.766666666666666
1946,32.0,36,34,32,34,33,31,39,33,30,34,42,44,40,44.0,43,43.0,47,42,43,38,32,31,45,54,40,35,36,44,32,,38.2,38.1
1947,28.0,36,34,31,30,33,30,35,39,38,33,36,42,47,38.0,39,47.0,42,44,36,35,34,32,44,41,41,46,47,46,38,,38.6,38.06666666666667
1948,36.0,38,30,31,28,31,27,30,37,34,34,30,34,39,41.0,50,44.0,40,38,43,49,42,40,37,35,31,30,48,32,31,,36.3,36.333333333333336
1949,31.0,35,31,38,45,37,41,39,35,45,50,40,36,33,40.0,43,45.0,45,45,38,40,37,46,34,39,40,50,50,38,33,,40.0,39.96666666666667
1950,43.0,32,29,30,35,33,31,40,35,32,38,46,40,34,40.0,43,34.0,29,36,43,38,36,30,30,42,27,33,33,32,35,,35.3,35.3
1951,37.0,38,38,40,42,35,38,38,37,30,33,40,42,34,33.0,40,42.0,44,26,26,21,32,32,33,36,40,40,44,34,34,,36.1,35.96666666666667
1952,33.7,34,32,35,43,49,31,25,30,30,37,37,46,41,36.6,35,36.6,49,37,32,35,37,38,32,53,50,49,38,32,42,,37.4,37.86333333333334
