1933,31,33,33,25,27,34,34.0,27.0,23,27,31,38,34,32,33,36,34,31.0,32.0,41,26,26,29,29,33.0,36,38,35,33.0,35,32,31.9,31.870967741935484,31.871875,31.871847507331378,31.87184831593928,31.871848292836194
1934,38,40,36,35,35,37,32.0,33.0,34,35,38,39,42,42,43,37,31,38.0,38.0,46,42,34,30,30,35.0,34,42,46,46.0,46,38,37.7,37.80645161290322,37.803125,37.803225806451614,37.80322284155597,37.803222926267274
1935,34,30,35,31,26,23,29.0,28.0,22,25,31,34,43,43,30,30,32,29.0,2.7,24,27,25,32,30,31.0,26,21,25,33.0,23,28,29.0,28.4741935483871,28.490625,28.490127077223853,28.490141722011387,28.49014130358889
1936,35,36,49,33,34,33,33.0,35.0,32,27,34,33,32,31,31,31,35,30.0,33.0,35,30,25,24,26,27.0,28,33,26,21.0,17,30,30.7,30.93548387096774,30.928125,30.928347996089933,30.928341437381405,30.92834162477308
1937,34,35,34,34,38,34,30.0,33.0,39,35,42,43,37,32,36,35,35,30.0,27.0,30,32,38,33,34,33.0,32,31,34,33.0,41,38,34.8,34.58064516129032,34.5875,34.58729227761486,34.58729838709677,34.58729821254015
1938,41,35,36,34,34,34,32.0,34.0,35,33,42,43,44,37,34,33,36,30.0,32.0,26,26,27,35,36,34.0,31,35,29,25.0,28,30,33.4,33.58064516129032,33.575,33.57517106549365,33.5751660341556,33.575166177908116
1939,23,29,29,24,15,29,21.0,23.0,26,30,36,32,29,28,30,31,35,35.0,34.0,39,41,41,42,42,46.0,36,31,32,33.0,38,45,32.4,32.41935483870968,32.41875,32.41876832844575,32.41876778937382,32.418767804775875
1940,34,38,31,36,32,32,35.0,33.0,30,29,29,30,31,34,40,44,34,32.0,32.0,37,36,36,41,40,43.0,42,42,40,41.0,43,43,36.1,36.12903225806452,36.128125,36.12815249266862,36.12815168406072,36.1281517071638
1941,44,40,35,34,39,34,36.0,42.0,30,28,32,29,24,24,31,36,39,39.0,34.0,31,30,34,32,32,34.0,40,41,42,42.0,45,41,35.3,35.29032258064516,35.290625,35.290615835777125,35.29061610531309,35.290616097612066
1942,31,31,28,29,29,28,28.0,33.0,41,35,35,31,30,28,21,30,30,30.0,27.0,28,30,35,32,27,28.0,29,29,32,37.0,42,44,31.2,31.225806451612904,31.225,31.225024437927665,31.225023719165083,31.225023739701157
1943,30,21,23,30,11,10,24.0,29.0,22,22,22,36,32,30,27,24,20,19.0,26.0,24,35,37,38,34,42.0,40,44,44,40.0,34,37,29.4,29.258064516129032,29.2625,29.26236559139785,29.26236954459203,29.262369431643627
1944,26,25,30,27,28,22,24.0,34.0,38,30,26,26,17,12,20,24,30,31.0,32.0,30,25,33,39,26,26.0,28,12,25,31.0,38,38,27.6,27.516129032258064,27.51875,27.518670576735094,27.51867291271347,27.51867284597123
1945,32,32,30,12,6,16,22.0,30.0,32,36,35,38,36,33,31,30,32,32.0,34.0,40,38,38,34,28,33.0,32,34,36,32.0,33,35,30.0,31.032258064516128,31.0,31.00097751710655,31.00094876660341,31.00094958804636
1946,34,38,31,30,33,36,33.0,35.0,33,40,36,38,24,30,32,30,31,31.0,31.0,36,30,33,38,32,34.0,37,47,31,36.0,32,35,34.1,33.774193548387096,33.784375,33.78406647116324,33.784075545540794,33.78407528627286
1947,28,30,34,32,26,25,27.0,31.0,31,36,36,32,33,35,35,42,41,41.0,37.0,36,42,41,32,33,35.0,31,31,36,43.0,41,38,34.6,34.54838709677419,34.55,34.54995112414467,34.549952561669826,34.54995252059768
1948,32,26,22,21,26,30,30.0,24.0,24,13,16,28,32,32,30,30,32,30.0,29.0,26,29,32,31,33,32.0,30,32,36,44.0,32,34,29.0,28.967741935483872,28.96875,28.96871945259042,28.968720351043643,28.968720325373553
1949,32,35,36,34,34,34,32.0,34.0,30,28,32,36,37,32,29,31,31,39.0,43.0,36,36,32,32,33,35.0,31,30,26,27.0,33,29,32.9,32.87096774193548,32.871875,32.87184750733138,32.87184831593928,32.8718482928362
1950,29,33,32,43,43,30,29.0,32.0,32,30,16,12,21,27,33,37,33,32.0,35.0,31,34,36,30,32,29.0,31,32,28,27.0,34,41,31.1,31.096774193548388,31.096875,31.096871945259043,31.096872035104365,31.09687203253735
1951,25,26,22,25,19,20,18.0,19.0,22,21,22,25,32,33,35,27,24,25.0,28.0,36,41,28,28,32,39.0,22,32,29,38.0,34,34,28.3,27.774193548387096,27.790625,27.79012707722385,27.790141722011384,27.790141303588882
1952,21,25,27,29,28,25,30.0,25.0,33,35,31,27,28,27,30,34,30,32.2,28.0,23,21,23,31,40,42.0,37,36,44,33.6,32,28,29.9,30.187096774193552,30.178125,30.178396871945264,30.178388875711576,30.178389104175398
