1893,,,,,,,,,,,7.0,,,,,6.0,,,,,,,,,,,,,,,,13,6.5
1894,24.0,,,,,,5.0,,5.0,,,,,,,,,,48.0,,,,,,,,,3.0,4.0,,,90,14.833333333333334
1895,,,,,,,,,,4.0,,,,,,15.0,,,,,,,,,,,,,,,,"1
119",9.5
1896,50.0,,,6.0,60.0,7.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,"06
51",29.4
1897,,,,,,,,,,,3.0,,,,55.0,5.0,100.0,20.0,23.0,,,,10.0,,60.0,,60.0,,,,,"2,",37.333333333333336
,3.0,,,,,,,,,,50.0,,50.0,13.0,,40.0,50.0,14.0,,,,,,,,,,,,24.0,,,30.5
1899,40.0,20.0,,,34.0,,,,,,,,2.0,,,,,,,,,,,,,80.0,,,,,,1.53,35.2
1900,,,,,,,,,,,,,,,,16.0,,,,,,,,,32.0,,,,,,,48,24.0
1901,30.0,,,,,,,,,3.0,,27.0,,,,,,,,2.0,,,,,,12.0,2.0,,,,,E,12.666666666666666
1902,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045,45.0
1903,,,,,,,,,,,,38.0,,,,13.0,,,,,,50.0,,,20.0,,2.0,20.0,,,,146,23.833333333333332
1904,53.0,1.35,108.0,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,2.73,40.6125
1905,,,77.0,,,,,,,66.0,,,,,,,,,,,,24.0,97.0,6.0,10.0,42.0,24.0,,,,,3.46,43.25
1906,,,,15.0,,,,,,,,,,,10.0,15.0,,,,,,,,,,,26.0,,,,,82,16.5
1907,,,,17.0,,,,,12.0,55.0,28.0,,,,,,,,,,,,48.0,,,,,50.0,,,,4.65,35.0
1408,,,40.0,,,,,,,30.0,,,,,,,,,,,,,,,,15.0,,,,,,.97,28.333333333333332
1909,,,,,,,,35.0,5.0,,,,,,,,,,4.0,,,,,,,,18.0,,,,,-62,15.5
19/0,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,.25,25.0
1911,,,,,,,,71.0,,,,,,,,,,,,,5.0,,27.0,,,,,,,,,.91,34.333333333333336
1412,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,19.0,,,,109,33.0
